pixel,year,lon,lat,zone,igbp,area_km2,A,E_I,E_K,E_R,E_K_loo,E_R_loo,E_early,E_late,E_annual,E_centroid,E_q10,E_q10_null,E_q25,E_q25_null,E_q50,E_q50_null,E_q75,E_q75_null,E_q90,E_q90_null,E_centroid_advance,E_q10_advance,E_q10_null_advance,E_q10_gap,E_q25_advance,E_q25_null_advance,E_q25_gap,E_q50_advance,E_q50_null_advance,E_q50_gap,E_q75_advance,E_q75_null_advance,E_q75_gap,E_q90_advance,E_q90_null_advance,E_q90_gap,Et_I,Et_K,Et_R,Et_K_loo,Et_R_loo,Et_early,Et_late,Et_annual,Et_centroid,Et_q10,Et_q10_null,Et_q25,Et_q25_null,Et_q50,Et_q50_null,Et_q75,Et_q75_null,Et_q90,Et_q90_null,Et_centroid_advance,Et_q10_advance,Et_q10_null_advance,Et_q10_gap,Et_q25_advance,Et_q25_null_advance,Et_q25_gap,Et_q50_advance,Et_q50_null_advance,Et_q50_gap,Et_q75_advance,Et_q75_null_advance,Et_q75_gap,Et_q90_advance,Et_q90_null_advance,Et_q90_gap,En_I,En_K,En_R,En_K_loo,En_R_loo,En_early,En_late,En_annual,En_centroid,En_q10,En_q10_null,En_q25,En_q25_null,En_q50,En_q50_null,En_q75,En_q75_null,En_q90,En_q90_null,En_centroid_advance,En_q10_advance,En_q10_null_advance,En_q10_gap,En_q25_advance,En_q25_null_advance,En_q25_gap,En_q50_advance,En_q50_null_advance,En_q50_gap,En_q75_advance,En_q75_null_advance,En_q75_gap,En_q90_advance,En_q90_null_advance,En_q90_gap,centroid_Et_minus_E_advance,centroid_Et_minus_En_advance,qdiff_Et_minus_E_q10,qdiff_Et_minus_En_q10,qdiff_Et_minus_E_q25,qdiff_Et_minus_En_q25,qdiff_Et_minus_E_q50,qdiff_Et_minus_En_q50,qdiff_Et_minus_E_q75,qdiff_Et_minus_En_q75,qdiff_Et_minus_E_q90,qdiff_Et_minus_En_q90,Et_fraction_annual,Et_fraction_early,Et_fraction_late
215,2020,118.82554353904098,48.47522173831274,3,10,20.55451993465805,12.636367797851562,137.78948707478412,174.31004091059731,-36.520553835813189,175.89789084649237,-38.108403771708254,143.12422064207203,105.94749663636321,420.77048557205126,196.00084386996701,141.75541420801494,142.99372366360328,160.19852767227553,161.52836302812941,197.71780584287728,187.7573077078296,226.90468899095376,216.59814997399417,250.85077258250172,240.63600678966912,0.11000447267204549,5.5627897560702309,4.1089582038124206,-1.4538315522578102,7.5740998367853933,6.3039234809367599,-1.2701763558486334,-2.2691115959125057,7.5904056534586175,9.8595172493711232,-2.9602677932710719,7.4418548694685569,10.402122662739629,-4.3870073974394757,5.7854306068542485,10.172438004293724,64.701177413066034,112.82332317132386,-48.12214575825783,114.91559102490282,-50.21441361183679,66.220541054804926,34.808877866604746,101.91834896463115,191.7064293108067,150.54350148226871,142.4667709220322,165.16491168337572,160.72092319247656,192.9170457397272,184.80564692250903,212.02882100903673,209.7304104800555,237.3741728537903,230.1938411300618,3.3953169770750549,0.30320182108548011,7.8403220514197187,7.5371202303342386,3.7860851199892807,9.1128435470177465,5.3267584270284658,1.7107679633875534,10.275997035641382,8.5652290722538282,8.1253826698753073,10.773422052853761,2.6480393829784532,2.7418324205067961,10.676201445137622,7.9343690246308256,73.088309661718085,61.486716639297811,11.601593022420275,60.982299832427088,12.106009829290997,76.903679587267106,71.138618784003484,318.85213657421991,198.93150776877511,138.5718050690916,144.11867543451547,157.43875377781552,163.83387314193718,203.76464915980702,194.72756808398336,234.80104477700104,231.06003572713888,257.30795711565275,252.58247324708142,-1.3815073538479794,5.1025472264065002,-2.7964327374129425,-7.8989799638194427,6.3664783560436717,0.40481797971969513,-5.9616603763239766,-7.7659901232852349,1.4241238945511725,9.1901140178364074,-3.6450252400788088,0.32115305324896326,3.9661782933277721,-4.3706039540176391,0.73407877911034802,5.1046827331279871,3.2853125044030094,4.7768243309230343,-5.2595879349847507,-4.7993454053210201,-3.7880147167961127,-2.5803932360543911,3.9798795593000591,9.4767580866727883,11.085650463146379,11.770407909954116,7.1288398179462718,7.1124363745244352,0.24221838854992364,0.46267878880130714,0.32854837510769153
216,2020,119.07554468261144,48.47522173831274,3,10,20.55451993465805,7.23809814453125,197.06133971512827,203.77570428108083,-6.7143645659525646,204.06763293436597,-7.0062932192377048,223.97960880440587,104.23643157563129,464.97888989932835,188.54360863304825,130.58424360249526,137.90417566439834,151.92550450931864,159.53550608515826,186.84792012460753,188.96707820710466,222.39015472527672,219.61048036653835,251.83774693358779,245.4813915449196,5.6839057998363671,10.437521184083437,2.81233090237086,-7.6251902817125767,11.544041352066102,3.9762555988369002,-7.5677857532292023,6.7036958929720356,4.6967081145446912,-2.0069877784273444,1.9072713477456773,4.6136538639200637,2.7063825161743864,-2.9545570698392112,3.5274324753206088,6.48198954515982,87.458968317999279,133.78488322424892,-46.325914906249636,135.79905389101623,-48.34008557301695,87.868018574013149,32.22377416963991,120.12394330324605,189.72502765948522,147.39796607983715,139.7145915694679,159.2197319844779,160.37194788787122,191.87904323088696,187.38096780771252,216.05887123776506,214.01189850371097,238.2157264313328,235.54260742977922,3.2843983233093468,-1.888942677075562,4.9266603800956545,6.8156030571712165,5.7699503936020733,5.448584734442278,-0.32136565915979531,1.0160679010219837,6.1286626771240549,5.1125947761020711,3.6515299998942226,6.3180353272142895,2.666505327320067,2.8989675659921375,6.1150348846891234,3.2160673186969859,109.60237180300828,69.990820622569117,39.611551180439164,68.268579584048894,41.333792218959388,136.11159066607433,72.01265742852047,344.85494706220925,187.86190646233734,123.91362930300808,134.36627927117883,143.16640366181389,158.0603321259004,182.03769992880711,192.79520288195883,226.68861085150834,231.78631964308985,257.91303445202777,257.11442311885418,8.1209192558233383,13.050444440791992,-0.3370525238093478,-13.38749696460134,17.058557807251731,1.4312981924691996,-15.627259614782531,12.368573460454286,1.1916340589588685,-11.176939401495417,5.9389941192650326,0.77472918289498693,-5.1642649363700457,-1.0638723199835454,1.0352215101667639,2.0990938301503093,-2.3995074765270203,-4.8365209325139915,-12.326463861158999,-14.939387117867554,-5.7740909584640292,-11.288607413649657,-5.6876279919500519,-11.352505559432302,1.7442586521485453,-2.2874641193708101,5.8535246358313486,3.9628398859756828,0.25834278913017716,0.39230365229696174,0.30914118684367242
217,2020,119.32554582618189,48.47522173831274,3,10,20.55451993465805,20.81817626953125,233.69085177709348,207.39647110778969,26.294380669303791,206.25323703701361,27.43761474007988,216.17982516204938,105.82230949749646,483.88064054772258,189.3955300452937,138.75149447752273,135.65319932096611,158.22556972457218,152.45970286788008,189.81611262164478,179.37666818265549,215.99862301778674,210.51475031519001,241.47801705515658,237.78855121682264,2.3849379284183954,3.539527035612906,6.5866016082455587,3.0470745726326527,3.0454318457485101,8.7081578707274332,5.6627260249789231,0.16037132346346539,10.72783649253185,10.567465169068385,4.6965328947234184,10.189718508480524,5.493185613757106,3.6237404125430146,7.4490546966233921,3.8253142840803775,87.433475427180383,126.44008936649152,-39.006613939311137,128.13602902629827,-40.702553599117891,87.433475427180383,31.87257545153625,119.30605087871663,190.46014059079275,151.24279869375326,133.34546097666998,168.48062077992699,148.83695541133969,192.51258143667579,173.58246751792547,208.65944445777916,201.20109055519845,229.06311866056436,227.19647053222528,-1.4397293166417455,-6.4364737348350047,9.968573368369249,16.405047103204254,-8.0134793056398337,10.458637396448154,18.472116702087988,-5.7014655708049418,12.886776943820365,18.588242514625307,6.3863842260008994,14.459348046143504,8.0729638201426042,9.9568137432081585,12.614759226267353,2.6579454830591942,146.25737632011078,80.95638211518235,65.300994204928429,78.117207533878172,68.140168786232607,128.74634970506668,73.949733819415997,364.57458941265941,188.76890475118915,134.77376875708032,139.729887282758,150.10902339003502,158.94130497312722,183.35961581677233,188.80546391836305,222.91301224122958,223.45045068945677,251.01141479832614,248.15666636189243,7.0422120593761122,7.276826998390078,0.57768112002116823,-6.6991458783689097,13.468845536524555,5.1627664973287892,-8.3060790391957653,11.37342104780754,6.2859581656381067,-5.087462882169433,4.8315823649620313,4.8643711231741236,0.032788758212092262,-0.9016268732242736,2.0622008946480719,2.9638277678723455,-3.8246672450601409,-8.4819413760178577,-9.9760007704479108,-13.713300733225083,-11.058911151388344,-21.482324842164388,-5.8618368942684071,-17.074886618612481,1.689851331277481,1.5548018610388681,6.3330733306651439,10.858440616432432,0.24656090961537469,0.40444789592016672,0.3011895658192027
218,2020,119.57554696975237,48.47522173831274,3,10,20.55451993465805,15.31817626953125,199.29101196604461,172.63386786264891,26.657144103395694,171.47486440694775,27.816147559096862,200.30415785496734,130.30730819892051,489.25392514467239,187.98168586692131,139.14731902191969,137.9169007231522,158.49794927581237,155.90479668781782,188.52605994439355,181.61654660254337,213.01543335043061,209.94353704211812,237.9316447138948,235.00295305005773,2.4920859010000527,3.1879426361259107,4.4318702602490703,1.2439276241231596,4.1321750557688119,6.7875366771080792,2.6553616213392672,1.4194391930626011,8.3166997901021205,6.8972605970395193,4.4256358314819693,7.6257458196398034,3.2001099881578341,1.3225683202260541,4.4522164939192521,3.129648173693198,115.21102075607996,117.94406762432845,-2.7330468682484934,118.06289594763439,-2.8518751915544271,115.21102075607996,67.894589418046962,184.11230867099948,189.04240190981366,148.57223104304694,136.9788334154963,167.7590984668002,155.07553571664494,190.94837368693032,177.92828576884838,208.27515104752823,201.84708791101349,232.45300739849088,223.48918405296246,0.35997454431455367,-2.7190379405659257,7.865144815431961,10.584182755997887,-3.4837239936922799,9.5968272637222753,13.080551257414555,-1.8649011846628412,11.104949836649212,12.969851021312053,5.2493451682897216,11.666256667959715,6.4169114996699932,0.90221009003192876,9.8161773802947607,8.913967290262832,84.079990938949777,54.689802630634404,29.390188308315373,53.411968453894588,30.668022485055189,85.093136827872513,62.412718885181675,305.1416163444519,186.66497174026057,133.76307220377461,139.93219258428405,152.28497350599062,158.08605880288766,181.15693134794435,192.65726596710854,221.6113307881628,226.74146236357873,247.28502797979942,246.47137907564209,5.6958630091558575,6.0584588952776528,-3.2370017909310036,-9.2954606862086564,6.7969524736082292,0.74380342259320287,-6.0531490510150263,9.7706630718465703,-0.5682478158867923,-10.338910887733363,4.7332461449084917,0.98061909656723856,-3.7526270483412532,-1.0259805013449181,0.66415422642697308,1.6901347277718912,-2.132111356685499,-5.3358884648413039,-5.9069805766918364,-8.7774968358435785,-7.6158990494610919,-10.280676467300509,-3.2843403777254423,-11.635564256509412,0.82370933680775238,0.51609902338122993,-0.42035823019412533,1.9281905913768469,0.37631237933667566,0.57518037563403901,0.52103439443628541
219,2020,119.82554811332282,48.47522173831274,3,10,20.55451993465805,22.714279174804688,217.65105735321413,190.15235659081372,27.498700762400404,188.95676182066381,28.694295532550314,202.56471028553278,125.79090632111183,468.04145212471485,188.62704034008226,136.49283621893093,135.34886563641427,158.20871048174033,153.3398705450409,190.48451150075061,179.33211147162547,214.58191713091671,207.78698874808967,240.0950466170309,235.87605710886928,4.271122713958988,5.0098325804422359,5.967398226982084,0.9575656465398481,5.7839414327415284,10.888302491978834,5.1043610592373057,2.4430057226553288,13.493496843605584,11.050491120950255,6.3792287037848894,13.255020291989013,6.8757915882041232,4.2269660056993814,8.6583610889641136,4.4313950832647322,101.1498607380563,120.37116771998262,-19.221306981926318,121.20687620149693,-20.057015463440621,101.1498607380563,57.67248257414758,159.08353501558304,190.11380205447432,149.29098403848215,135.03819433220889,168.7119381177836,152.54572638912762,192.41391060409669,174.96134005701509,209.43265078075709,197.73119393598682,225.82727187146108,218.2435091350298,2.1934220494014482,-2.7672713160834803,11.024065961271162,13.791337277354643,-1.0540556213453272,15.487836760862137,16.541892382207465,0.62473055317929038,17.982838760727248,17.358108207547957,7.1905500476242992,18.971113773923065,11.780563726298766,10.001940419089948,17.925140546945272,7.9232001278553241,116.50119678652118,69.781191455827866,46.720005330693311,67.749887407306232,48.751309379214945,101.41484971883983,68.118423746964254,308.95791728794575,187.23421059170295,126.85870195978889,135.72755998467247,144.73381501804849,155.93877443814861,183.37860390120886,192.71016155293378,223.48998832283255,229.32917093749066,252.55381215127235,251.4974713420342,6.5910789833135084,9.8380540904645528,-2.2241102271676709,-12.062164317632224,10.750446695120246,0.83488125553319037,-9.9155654395870556,8.5705685702176879,-0.19701319507831272,-8.7675817652960006,8.5123907130945327,2.9548830557456256,-5.5575076573489071,1.1182929958243335,2.9967104390126735,1.87841744318834,-2.0777006645575398,-4.3976569339120601,-7.7771038965257162,-12.605325406548033,-6.8379970540868555,-11.804502316465573,-1.8182751694760384,-7.9458380170383975,0.81132134383940979,-1.3218406654702335,5.7749744133905665,8.8836474232656144,0.33989197814298178,0.4993459156606137,0.45847894939976475
220,2020,120.07554925689328,48.47522173831274,3,10,20.55451993465805,23.772720336914062,205.82335313463409,180.05848579494341,25.764867339690682,178.93827362396405,26.885079510670039,191.15152747214233,123.09146786149358,443.1936683729291,188.84136981080033,137.01522878391648,134.36811777538455,159.54035434841018,152.20600348251446,189.37944698418787,177.77051156810148,214.83855291875074,207.52549471989707,240.50474514880449,236.16526434294767,3.5121001856000191,3.5607164266962741,6.0911391576983078,2.5304227310020337,3.6720994294221043,11.311562870095827,7.6394634406737225,2.2982153783181616,14.045450195730808,11.747234817412647,5.9562559751310289,13.268448975810685,7.3121930006796561,4.4022183635452734,8.9094676258705761,4.5072492623253027,99.525025767536135,108.21521601815039,-8.6901902506142505,108.59305008046795,-9.0680243129318114,99.525025767536135,48.414289809094043,148.04758212395245,187.11371014720331,147.02803008999624,133.8727521094963,166.37770021014549,151.04938456884506,189.36533309559522,172.199843340976,207.1788422944604,195.56729887278274,225.14273863654682,216.64752004500031,4.3468716974983295,-0.086297720242555442,12.214749847864965,12.301047568107521,0.96637492335611341,16.623165981991662,15.656791058635548,2.1975862542005871,19.332348074931616,17.134761820731029,8.1082047602882312,19.931927780749675,11.823723020461443,10.301522501057974,18.977079650809003,8.6755571497510289,106.29832745650492,71.843268506130698,34.455058950374223,70.345223194672144,35.953104261832777,91.626501794013166,74.677178011945216,295.14608631283045,190.37824969820923,127.29234080270567,134.96856361757892,156.12005201417111,155.46553264576639,189.3940549275261,192.64476156510571,225.47515182776218,228.75717889113477,252.52381371054253,251.31837960227506,3.3198843517292858,8.3667461395039311,-1.9136899938864076,-10.280436133390339,-0.72760473873199771,0.60690565142201081,1.3345103901540085,2.6396042538034692,-0.16126483755905952,-2.8008690913625287,6.5964080411584689,3.7724616717243578,-2.8239463694341111,1.2967684523073615,3.0112595525240238,1.7144911002166623,0.83477151189831034,1.0269873457690437,-3.6470141469388295,-8.4530438597464865,-2.7057245060659909,1.6939796620881111,-0.10062912411757452,-0.44201799960288213,2.1519487851572023,1.5117967191297623,5.8993041375127007,9.0047540487506126,0.3340471506902859,0.5206603739122122,0.3933196236116977
222,2020,120.82555268760467,48.47522173831274,4,4,20.55451993465805,2.4166717529296875,166.66548992336902,132.12141630248152,34.544073620887502,130.61950023604732,36.045989687321708,190.46098942896788,181.49931252248643,525.63564763078466,189.14532980285372,142.31463896098217,141.43644453465242,162.24374278903417,162.80225585106177,187.79295277014279,190.04210913925644,213.74747254125262,218.18946077949184,239.11844358112191,240.49499142774286,2.6315326364571376,-0.18843800043615033,0.69861178803722623,0.88704978847337657,1.5655472604448164,1.0621127436238282,-0.50343451682098816,3.6572183752110163,1.3891031599804364,-2.2681152152305799,5.7050112259900914,1.2864228033571408,-4.4185884226329506,2.2559535489122595,0.83213587608989315,-1.4238176728223664,133.83589838994158,95.944175996377453,37.891722393564123,94.2967098964873,39.539188493454276,144.92891742838037,128.58477982541717,275.75670924270526,187.45313968125083,147.19668725449682,145.79780687267467,164.24337451533771,165.60656330393073,186.30751622926965,190.1316470473038,207.83820665959541,215.51605272018728,232.93888868686332,235.07383987258365,5.0290766310074275,0.89232956498426574,1.4204595394730575,0.52812997448879173,3.4943733069331699,1.8218787963464251,-1.6724945105867448,5.9801182176387044,1.9860571263052691,-3.9940610913334353,9.6536394834311636,1.9462537484926656,-7.707385734938498,4.1419532309003273,1.7501121438567111,-2.3918410870436162,32.829591533427447,36.1772410933836,-3.3476495599561531,36.322790841231836,-3.4931993078043888,45.532071970785182,52.914532634360512,249.8789384723641,193.84673292310649,132.09156737871612,133.63328798046305,155.19889877995286,154.58123501636697,199.41574907686879,189.72741783396222,230.22983354198351,227.23928170497845,251.05547281788952,249.99689009798252,-3.2946501564178732,4.229943704180755,0.17518189582054333,-4.0547618083602117,-1.4979247091273464,-0.83788857623136437,0.66003613289598206,-10.061880293732685,-0.35356342365321325,9.7083168700794715,-4.7918440042418808,-1.0518318073754926,3.7400121968663882,-1.5625222574437316,-0.31818169959078091,1.2443405578529507,2.3975439945502899,8.3237267874253007,1.0807675654204161,-3.3376141391964893,1.9288260464883535,4.9922980160605164,2.3228998424276881,16.041998511371389,3.9486282574410723,14.445483487673044,1.8859996819880678,5.7044754883440589,0.52461569242046802,0.76093754349854081,0.70845877066055807
235,2020,127.32558242043672,48.47522173831274,4,4,20.55451993465805,-0.13043212890625,110.11621918639139,116.62573128781514,-6.509512101423752,116.90875598798448,-6.7925368015930871,134.43905385665857,225.68168533594144,488.30391250178218,190.52378830809926,138.87023747720033,138.71764183874598,160.86291343638064,160.28154127319166,191.41818742357535,189.42622203396559,217.96563638728108,221.02042140191421,243.33506407383013,243.73515704538363,-0.019859111090823944,-0.021287698456433191,-0.044784486461679762,-0.023496788005246572,-0.76790266372594829,-0.068574603982000326,0.69932805974394796,-2.2285995733875552,-0.08196163355037811,2.1466379398371771,2.9825033098626932,-0.066206859001681551,-3.0487101688643747,0.35459528817969499,-0.046322266342400553,-0.40091755452209554,80.933324541128968,86.697015880592517,-5.7636913394635485,86.947611093870364,-6.014286552741396,91.47110245672593,168.74064817942053,280.20886171248276,190.7281935961629,141.94594540946596,143.68207789871894,162.68029874642164,163.70447932392216,191.94077186941951,190.34434112874123,211.75219554855192,220.34485505332773,239.39894514079691,241.18717063967594,0.74989492941074332,1.7234897635148911,-0.094501923946666011,-1.8179916874615571,0.39729323570389852,-0.096889479770510434,-0.49418271547440895,-1.9906379706143866,-0.095318143014793577,1.8953198275995931,7.9896124888433064,-0.086721153568873888,-8.0763336424121803,1.9056926069354745,-0.10537510630706493,-2.0110677132425394,29.182894667614164,29.928717642396805,-0.74582297478264081,29.961144388769753,-0.77824972115558921,42.967951437185548,56.941037186323229,208.09505082294345,189.99141719055078,130.1755165758814,129.1491319060685,153.39034997772725,149.7538888065032,188.10395353732912,186.59656573686451,224.43970449575508,223.16837897906396,247.76712307544355,249.25456353152589,-2.1270263442531245,0.7915923945864165,0.010464774420285039,-0.78112762016613146,-2.8936373849983568,0.013576429604626128,2.9072138146029829,-1.9252209861439837,0.032474120490746827,1.9576951066347306,-1.7433414186043024,0.037047731017395336,1.7803891496216977,0.88019449306153774,0.03353156844261207,-0.84666292461892567,0.76975404050156726,2.8769212736638679,1.7447774619713243,0.93189736892847463,1.1651958994298468,3.2909306207022553,0.23796160277316858,-0.065416984470402895,5.0071091789806133,9.7329539074476088,1.5510973187557795,1.0254981138739367,0.57384111521215808,0.68039085245463071,0.74769314101957107
236,2020,128.07558585114811,48.47522173831274,4,5,20.55451993465805,2.5217437744140625,143.3790306802839,144.41631712240269,-1.0372864421187842,144.46141737235303,-1.0823866920691216,167.88956414192216,213.17110142279489,525.69002236425877,191.78437643371149,143.05790251082118,140.93681665025721,162.80014758800354,160.4767293896362,191.8160062191983,188.55820232058247,218.94882826454767,219.50258237563565,241.80920249170407,242.02099135280449,-0.38641950966641048,-1.1088732098013452,1.0699942063860135,2.1788674161873587,-1.1574896809461563,1.2555970810613815,2.4130867620075378,-1.7775386511301008,1.418391002802025,3.1959296539321258,1.6744775971355352,1.2667627651453586,-0.40771483199017666,1.0796145665347865,0.85564045042679027,-0.22397411610799622,105.67250876875914,107.58335023762993,-1.9108414688707853,107.66643199707323,-1.9939232283140882,120.08236801608473,158.32971122172512,302.66933204501402,191.09240752362342,143.10875682145038,143.59620268751735,163.7594466956624,161.94254334055429,192.27638079708581,187.63389589791322,213.54407338197976,216.92028639465337,237.27346190245382,237.47986625655602,0.080289101070718516,2.5756226573417962,1.4757410718084998,-1.0998815855332964,-0.3670735423321787,1.8461864318044832,2.2132599741366619,-2.9852058786968882,1.8829018901236623,4.8681077688205505,4.7505828404801491,1.8347950222195664,-2.9157878182605828,2.3111144977606273,1.8337781193887395,-0.4773363783718878,37.706521941327082,36.832966407935601,0.87355553339148173,36.794985367506342,0.91153657382074016,47.807196274849048,54.841390363362734,223.02069057524204,193.66119236511202,137.92010773617855,134.30381950331474,159.93948932724206,156.00233911552115,188.73582177205208,191.54548108706791,226.82184891301114,226.69222461241429,248.54667619578316,250.65317355840284,-1.9665628544653089,-1.2531731878299297,0.60880539109504639,1.8619785789249761,-4.4402663715374615,-0.1468575778533534,4.2934087936841081,1.5885286575931161,-0.19049753815463077,-1.7790261957477469,-0.78737280602803139,-0.38515188261968092,0.40222092340835047,1.0932213277680489,-0.33674649094913889,-1.4299678187171878,0.46670861073712899,2.0468519555360274,3.6844958671431414,3.8287958451717259,0.79041613861397764,4.0731928292052828,-1.2076672275667875,-4.5737345362900044,3.0761052433446139,5.5379556465081805,1.2314999312258408,1.2178931699925784,0.57575628063811668,0.71524617167136995,0.74273534341646252
237,2020,128.82558928185949,48.47522173831274,4,5,20.55451993465805,2.125,154.50295050525528,156.54740625416525,-2.044455748909968,156.63630204593937,-2.1333515406840888,178.54295753025872,232.31045962786811,539.47634240612388,186.66252396811169,134.53435965104276,133.60683615781667,154.53488304124213,154.24687976213127,185.8507152939014,185.44975423428866,215.94959316939546,219.52260247069634,242.59894818569776,243.90516371898872,1.3707264729707731,-0.063182841242849008,0.73819008240582207,0.80137292364867108,0.84818331058670537,1.1115937590690521,0.26341044848234674,0.87571388190019661,1.125145385391221,0.24943150349102439,4.3228032973296422,0.91104543337985433,-3.4117578639497879,2.038922114055822,0.72193902853717873,-1.3169830855186433,110.23268505768101,112.18937632264351,-1.956691264962501,112.27444843619014,-2.0417633785091311,121.43877153680842,164.24933716817577,307.66012689657509,185.67030676162824,137.35201012950483,137.08933258040122,153.86181298201231,155.48996856573012,185.97276823948147,184.8442050510649,210.51475525096239,217.85608349698475,237.92685835547371,241.17568817162791,2.7740411139651258,1.5150333604880473,1.5669889529662555,0.051955592478208246,3.2827998588226137,1.6662350475563414,-1.6165648112662723,0.51572734127270792,1.6339797246134822,1.1182523833407743,8.3819104269733202,1.3839625799075463,-6.9979478470657739,4.5958315007623582,1.1727698296490985,-3.4230616711132598,44.270265596585887,44.358036726450337,-0.087771129864449904,44.361852497128893,-0.091586900543006777,57.104186254220622,68.061122489494664,231.8162156008184,188.92724611005417,125.39939343096006,127.49763719159971,155.17489973065196,150.14862930606452,185.40100557420413,187.28859354407402,226.30260026578767,223.33902161395974,249.37019450495316,249.29861225604782,-1.7786136526719076,2.9333806510048817,-0.87015874400552207,-3.8035393950104037,-5.4689586749913133,-0.81046438325415693,4.6584942917371563,1.0798259818360236,-0.44188755364572785,-1.5217135354817515,-3.6834974374028775,-0.23410208695520396,3.4493953504476735,-0.53354328480477875,-0.08485985578238342,0.44868342902239533,1.4033146409943527,4.5526547666370334,1.5782162017308963,-1.4183472905168344,2.4346165482359083,8.751758533813927,-0.35998654062748869,-0.56409864056331571,4.059107129643678,12.065407864376198,2.5569093867065362,5.129374785567137,0.57029401052950168,0.68016556472818301,0.70702514829199847
